nama,harga,category,gambar,link_product,product_type,color_and_material,size
STUK,149000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/475/0947500_PE798590_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/203/0920359_PE786994_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/stuk-art-20474446,kotak dengan kompartemen, putih, 34x51x18 cm
TJABBA,14900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/769/0976989_PE813365_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/769/0976988_PE813364_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/tjabba-art-50497502,file majalah, putih,
BULLIG,299000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/133/0913366_PE783472_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/133/0913363_PE783469_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/bullig-art-10474593,kotak, bambu/cokelat, 32x35x33 cm
VIVALLA,149000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/694/0869403_PE425172_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/137/0713732_PE729730_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/vivalla-art-90412860,stand tablet, bambu, 26x17 cm
PANSARTAX,99900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/191/1119173_PE873348_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/191/1119172_PE873349_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/pansartax-art-00515023,kotak penyimpanan dengan penutup, transparan abu-abu biru, 16.5x16.5x16.5 cm
TRUMMIS,89900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/283/1028311_PE835295_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/335/1033572_PE837326_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/trummis-art-00500818,keranjang, buatan tangan rotan, 18x25x14 cm
SKÅDIS,40000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/161/1216158_PE912332_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/188/1218889_PE913247_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/skadis-art-70569932,pengait, hitam,
MÄVINN,199000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/603/1360368_PE954399_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/463/1246329_PE922094_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/mavinn-art-10575035,keranjang, garis-garis aneka warna, 30x25x20 cm
TJOG,99900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/484/0948441_PE799179_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/215/0921586_PE787908_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/tjog-art-00477672,kotak penyimpanan dengan penutup, abu-abu tua, 32x31x30 cm
PÅLYCKE,39900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/940/1094005_PE863279_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/940/1094003_PE863278_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/palycke-art-50534420,rak handuk dengan klip,,
GRIMAR,149000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/771/0377190_PE554235_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/554/0855409_PE613786_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/grimar-art-30429887,tempat utk tablet, bambu,
SUSIG,129000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/462/0746243_PE743903_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/360/0936025_PH168665_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/susig-art-30457663,alas meja, gabus, 45x65 cm
KUNGSFORS,429000,"{' Papan dan pengatur dinding ', ' Pengaturan dan penyimpanan ', ' Papan dan penata dinding', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/779/0677968_PH151830_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/132/0713281_PE729389_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/papan-dan-pengatur-dinding/kungsfors-art-50334930,kisi-kisi dinding, baja tahan karat,
UPPDATERA,39900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/149/1214959_PE911788_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/149/1214974_PE911793_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/uppdatera-art-20504052,kotak, antrasit, 24x17 cm
DRÖNJÖNS,19900,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Aksesoris pengaturan ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/943/0994332_PE822797_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/943/0994330_PE822795_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/aksesoris-pengaturan/dronjons-art-80494880,tempat pulpen, putih,
SMARRA,299000,"{' Kotak dan keranjang', ' Pengaturan dan penyimpanan ', ' Kotak penyimpanan dan keranjang ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/131/0713120_PE729269_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/091/0909141_PE667021_S3.webp'}",https://www.ikea.co.id/in/produk/kotak-dan-keranjang/kotak-penyimpanan-dan-keranjang/smarra-art-40348065,kotak dengan penutup, alami, 30x30x23 cm
SIGNUM,175000,"{' Ruang kerja ', ' Perlengkapan ruang kerja', 'Showroom ', ' Aksesoris meja '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/401/0040126_PE272460_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/566/0256614_PE400752_S3.webp'}",https://www.ikea.co.id/in/produk/perlengkapan-ruang-kerja/aksesoris-meja/signum-art-10200254,pengaturan kabel horizontal, warna perak, 70 cm
DAGOTTO,199000,"{' Ruang kerja ', ' Perlengkapan ruang kerja', 'Showroom ', ' Aksesoris meja '}",{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/564/0156454_PE315498_S3.webp'},https://www.ikea.co.id/in/produk/perlengkapan-ruang-kerja/aksesoris-meja/dagotto-art-20240990,sandaran kaki, hitam,
ELLOVEN,49900,"{' Ruang kerja ', ' Perlengkapan ruang kerja', 'Showroom ', ' Aksesoris meja '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/444/0944450_PE797267_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/444/0944451_PE797266_S3.webp'}",https://www.ikea.co.id/in/produk/perlengkapan-ruang-kerja/aksesoris-meja/elloven-art-30496259,gembok, putih,
TROTTEN,499000,"{' Ruang kerja ', ' Perlengkapan ruang kerja', 'Showroom ', ' Aksesoris meja '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/395/1039543_PE840264_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/366/1336639_PE947409_S3.webp'}",https://www.ikea.co.id/in/produk/perlengkapan-ruang-kerja/aksesoris-meja/trotten-art-60474784,Papan memo, putih, 76x33 cm
EILIF,550000,"{' Ruang kerja ', ' Perlengkapan ruang kerja', 'Showroom ', ' Aksesoris meja '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/004/0800440_PE767904_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/967/0796725_PE766533_S3.webp'}",https://www.ikea.co.id/in/produk/perlengkapan-ruang-kerja/aksesoris-meja/eilif-art-70482806,penyangga untuk layar, putih, 40x30 cm
SUMMERA,79000,"{' Ruang kerja ', ' Perlengkapan ruang kerja', 'Showroom ', ' Aksesoris meja '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/566/0256619_PE400735_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/358/0135809_PE292680_S3.webp'}",https://www.ikea.co.id/in/produk/perlengkapan-ruang-kerja/aksesoris-meja/summera-art-00222459,sisipan laci dengan 6 kompartemen, antrasit, 44x37 cm
KOLON,399000,"{' Ruang kerja ', ' Perlengkapan ruang kerja', 'Showroom ', ' Aksesoris meja '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/922/0292207_PE425129_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/851/0185143_PE177496_S3.webp'}",https://www.ikea.co.id/in/produk/perlengkapan-ruang-kerja/aksesoris-meja/kolon-art-90176245,pelindung lantai,, 120x100 cm
EFTERTRÄDA,79900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/159/0915950_PE784933_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/159/0915951_PE784932_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/eftertrada-art-10485638,tas, putih,
VÄRLDENS,799000,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/764/0976477_PE813250_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/764/0976478_PE813249_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/varldens-art-10487920,ransel travel, hitam, 33x17x55 cm/36 l
HILLIGT,169000,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/029/1002974_PE824957_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/029/1002973_PE824954_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/hilligt-art-10509309,tas,, 24x32 cm
RENSARE,34900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/762/0976287_PE813135_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/229/0922910_PE788286_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/rensare-art-40482030,kantung anti air,, 16x12x24 cm/2.5 l
FRAKTA,9900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/112/0711230_PE728075_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/091/0909126_PE649961_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/frakta-art-60299219,kantong belanja besar, biru, 55x37x35 cm/71 l
FRAKTA,9900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/212/0021249_PE233745_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/112/0711240_PE728085_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/frakta-art-40301708,kantong belanja medium, biru, 45x18x45 cm/36 l
BRATTBY,7900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}",{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/394/0439474_PE592081_S3.webp'},https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/brattby-art-40185474,tas,, 27x27 cm
FRAKTA,50000,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/093/0909350_PE617666_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/112/0711261_PE728099_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/frakta-art-90161989,tas untuk troli, biru, 73x35x30 cm 76 l
GÖRSNYGG,29900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/134/1013442_PE829201_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/214/1021487_PE832334_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/gorsnygg-art-90504195,kantong belanja besar, krem muda, 57x37x39 cm/71 l
SKYNKE,19900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/458/1045804_PE842720_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/972/1097296_PE864877_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/skynke-art-10517677,kantong belanja, garis-garis/hitam putih, 45x36 cm
KUNGSFORS,99900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/694/0869442_PE688641_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/125/0712561_PE728918_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/kungsfors-art-70372836,tas jaring, alami, set isi 2
KNALLA,99900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/118/0711833_PE728511_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/750/0475015_PE615379_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/knalla-art-70281266,payung, hitam,
TOSSDAN,19900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/941/1194150_PE901830_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/941/1194153_PE901833_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/tossdan-art-70586781,tas, merah/hati, 27x18x27 cm/13 l
KUNGSFORS,49900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/720/0972078_PE811519_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/720/0972079_PE811522_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/kungsfors-art-30508399,tas jaring, biru,
KUNGSFORS,49900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/720/0972084_PE811526_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/720/0972083_PE811523_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/kungsfors-art-50508398,tas jaring, hitam,
KUNGSFORS,49900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/720/0972089_PE811530_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/720/0972088_PE811527_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/kungsfors-art-70508397,tas jaring, merah muda,
KNALLA,99900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/201/0920159_PE786876_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/201/0920160_PE786875_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/knalla-art-90477639,payung, dapat dilipat hitam,
HILLIGT,89900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/029/1002982_PE824962_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/029/1002981_PE824963_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/hilligt-art-90509310,tas aksesori,, 18x9x9 cm
FODERSKOPA,49900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/657/1165775_PE890947_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/657/1165769_PE890944_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/foderskopa-art-00563523,tas pengatur kabel, hitam,
DAGOTTO,199000,"{' Ruang kerja ', ' Perlengkapan ruang kerja', 'Showroom ', ' Aksesoris meja '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/641/0964194_PE808942_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/641/0964195_PE808941_S3.webp'}",https://www.ikea.co.id/in/produk/perlengkapan-ruang-kerja/aksesoris-meja/dagotto-art-70499393,sandaran kaki, biru,
FELFRITT,449000,"{' Ruang kerja ', ' Perlengkapan ruang kerja', 'Showroom ', ' Aksesoris meja '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/621/0962166_PE807977_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/621/0962167_PE807980_S3.webp'}",https://www.ikea.co.id/in/produk/perlengkapan-ruang-kerja/aksesoris-meja/felfritt-art-70500527,baki laptop/tempat tidur, bambu, 58x32x27 cm
SALTSTEN,199000,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/458/1045838_PE842735_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/490/1049085_PE844046_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/saltsten-art-30528364,ponco hujan,,
HÄSTHAGE,79900,"{' Aksesoris tas dan perjalanan ', ' Pengaturan dan penyimpanan ', ' Pengaturan pakaian sepatu dan aksesoris', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/619/1061993_PE850598_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/619/1061991_PE850597_S3.webp'}",https://www.ikea.co.id/in/produk/pengaturan-pakaian-sepatu-dan-aksesoris/aksesoris-tas-dan-perjalanan/hasthage-art-30525638,tas, putih,
ARNBJÖRN,175000,"{' Ruang kerja ', ' Perlengkapan ruang kerja', 'Showroom ', ' Aksesoris meja '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/864/1186403_PE898829_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/844/1184451_PE897897_S3.webp'}",https://www.ikea.co.id/in/produk/perlengkapan-ruang-kerja/aksesoris-meja/arnbjorn-art-40560103,pengaturan kabel horizontal, putih, 51 cm
SIGFINN,299000,"{' Ruang kerja ', ' Perlengkapan ruang kerja', 'Showroom ', ' Aksesoris meja '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/881/0788197_PE763522_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/967/0796722_PE766532_S3.webp'}",https://www.ikea.co.id/in/produk/perlengkapan-ruang-kerja/aksesoris-meja/sigfinn-art-90487902,stand monitor, tinggi tetap, putih
